asset,control_step,global_task_id,init_state_id,pair_id,predicate,predicate_index,satisfied,suite,task_id
O1200,0,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,1,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,2,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,3,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,4,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,5,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,6,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,7,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,8,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,9,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,10,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,11,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,12,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,13,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,14,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,15,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,16,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,17,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,18,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,19,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,20,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,21,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,22,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,23,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,24,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,25,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,26,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,27,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,28,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,29,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,30,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,31,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,32,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,33,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,34,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,35,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,36,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,37,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,38,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,39,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,40,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,41,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,42,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,43,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,44,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,45,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,46,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,47,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,48,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,49,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,50,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,51,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,52,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,53,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,54,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,55,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,56,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,57,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,58,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,59,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,60,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,61,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,62,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,63,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,64,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,65,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,66,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,67,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,68,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,69,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,70,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,71,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,72,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,73,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,74,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,75,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,76,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,77,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,78,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,79,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
O1200,80,5,1,libero_spatial_task_05_state_001,"[""on"",""akita_black_bowl_1"",""plate_1""]",0,False,libero_spatial,5
