suite,task_id,init_state_id,language,reference_label,c600_success,reference_success,c600_steps,reference_steps,same_task_state,same_language,same_env_seed,same_policy_seed_root,policy_noise_prefix_equal,c600_policy_noise_draws,reference_policy_noise_draws,c600_panel_integrity_passed,reference_panel_integrity_passed,c600_arm,c600_suite,c600_task_id,c600_init_state_id,c600_language,c600_wall_seconds,c600_split_role,c600_env_seed,c600_policy_seed_root,c600_condition_id,c600_selection_mode,c600_selection_seed,c600_video_ordinal,c600_language_global_task_id,c600_used_video_global_task_id,c600_used_video_suite,c600_used_video_task_id,c600_teacher_demo_indices,c600_paired_correct_demos,c600_paired_other_demos,c600_video_raw_frame_count,c600_video_sampled_frame_count,c600_single_complete_rank16,c600_writer_invocations,reference_arm,reference_suite,reference_task_id,reference_init_state_id,reference_language,reference_wall_seconds,reference_split_role,reference_env_seed,reference_policy_seed_root,reference_condition_id,reference_selection_mode,reference_selection_seed,reference_video_ordinal,reference_language_global_task_id,reference_used_video_global_task_id,reference_used_video_suite,reference_used_video_task_id,reference_teacher_demo_indices,reference_paired_correct_demos,reference_paired_other_demos,reference_video_raw_frame_count,reference_video_sampled_frame_count,reference_single_complete_rank16,reference_writer_invocations
libero_10,1,0,put both the cream cheese box and the butter in the basket,cross_suite_wrong,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,0,put both the cream cheese box and the butter in the basket,184.09806050825864,validation,7,7,task_31_demos_47,per_init_ordinal,20260911,0,31,31,libero_10,1,[47],[47],[14],256,52,True,1,cross_suite_wrong,libero_10,1,0,put both the cream cheese box and the butter in the basket,183.7309510409832,validation,7,7,task_31_control_cross_suite_wrong_video_03_demos_47,per_init_ordinal,20260911,0,31,3,libero_spatial,3,[47],[47],[14],90,19,True,1
libero_10,1,1,put both the cream cheese box and the butter in the basket,cross_suite_wrong,0,1,520,509,True,True,True,True,True,104,102,True,True,correct,libero_10,1,1,put both the cream cheese box and the butter in the basket,190.38760935980827,validation,7,7,task_31_demos_09,per_init_ordinal,20260911,1,31,31,libero_10,1,[9],[9],[26],257,53,True,1,cross_suite_wrong,libero_10,1,1,put both the cream cheese box and the butter in the basket,187.9724202612415,validation,7,7,task_31_control_cross_suite_wrong_video_03_demos_09,per_init_ordinal,20260911,1,31,3,libero_spatial,3,[9],[9],[26],129,27,True,1
libero_10,1,2,put both the cream cheese box and the butter in the basket,cross_suite_wrong,1,0,336,520,True,True,True,True,True,68,104,True,True,correct,libero_10,1,2,put both the cream cheese box and the butter in the basket,112.59528587106615,validation,7,7,task_31_demos_03,per_init_ordinal,20260911,2,31,31,libero_10,1,[3],[3],[20],288,59,True,1,cross_suite_wrong,libero_10,1,2,put both the cream cheese box and the butter in the basket,153.52688241750002,validation,7,7,task_31_control_cross_suite_wrong_video_03_demos_03,per_init_ordinal,20260911,2,31,3,libero_spatial,3,[3],[3],[20],115,24,True,1
libero_10,1,3,put both the cream cheese box and the butter in the basket,cross_suite_wrong,1,1,271,267,True,True,True,True,True,55,54,True,True,correct,libero_10,1,3,put both the cream cheese box and the butter in the basket,84.89895335678011,validation,7,7,task_31_demos_32,per_init_ordinal,20260911,3,31,31,libero_10,1,[32],[32],[49],246,50,True,1,cross_suite_wrong,libero_10,1,3,put both the cream cheese box and the butter in the basket,82.68953547440469,validation,7,7,task_31_control_cross_suite_wrong_video_03_demos_32,per_init_ordinal,20260911,3,31,3,libero_spatial,3,[32],[32],[49],99,21,True,1
libero_10,1,4,put both the cream cheese box and the butter in the basket,cross_suite_wrong,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,4,put both the cream cheese box and the butter in the basket,160.9372600261122,validation,7,7,task_31_demos_15,per_init_ordinal,20260911,4,31,31,libero_10,1,[15],[15],[32],254,52,True,1,cross_suite_wrong,libero_10,1,4,put both the cream cheese box and the butter in the basket,160.19379190448672,validation,7,7,task_31_control_cross_suite_wrong_video_03_demos_15,per_init_ordinal,20260911,4,31,3,libero_spatial,3,[15],[15],[32],119,25,True,1
libero_10,1,5,put both the cream cheese box and the butter in the basket,cross_suite_wrong,1,0,480,520,True,True,True,True,True,96,104,True,True,correct,libero_10,1,5,put both the cream cheese box and the butter in the basket,151.99477200303227,validation,7,7,task_31_demos_18,per_init_ordinal,20260911,5,31,31,libero_10,1,[18],[18],[35],258,53,True,1,cross_suite_wrong,libero_10,1,5,put both the cream cheese box and the butter in the basket,164.95612939819694,validation,7,7,task_31_control_cross_suite_wrong_video_03_demos_18,per_init_ordinal,20260911,5,31,3,libero_spatial,3,[18],[18],[35],171,35,True,1
libero_10,1,6,put both the cream cheese box and the butter in the basket,cross_suite_wrong,1,0,276,520,True,True,True,True,True,56,104,True,True,correct,libero_10,1,6,put both the cream cheese box and the butter in the basket,85.17694646678865,validation,7,7,task_31_demos_34,per_init_ordinal,20260911,6,31,31,libero_10,1,[34],[34],[1],278,57,True,1,cross_suite_wrong,libero_10,1,6,put both the cream cheese box and the butter in the basket,164.47551923338324,validation,7,7,task_31_control_cross_suite_wrong_video_03_demos_34,per_init_ordinal,20260911,6,31,3,libero_spatial,3,[34],[34],[1],89,19,True,1
libero_10,1,7,put both the cream cheese box and the butter in the basket,cross_suite_wrong,0,0,520,520,True,True,True,True,True,104,104,True,True,correct,libero_10,1,7,put both the cream cheese box and the butter in the basket,163.46550362184644,validation,7,7,task_31_demos_11,per_init_ordinal,20260911,7,31,31,libero_10,1,[11],[11],[28],250,51,True,1,cross_suite_wrong,libero_10,1,7,put both the cream cheese box and the butter in the basket,149.05678562633693,validation,7,7,task_31_control_cross_suite_wrong_video_03_demos_11,per_init_ordinal,20260911,7,31,3,libero_spatial,3,[11],[11],[28],97,21,True,1
libero_10,1,8,put both the cream cheese box and the butter in the basket,cross_suite_wrong,0,1,520,364,True,True,True,True,True,104,73,True,True,correct,libero_10,1,8,put both the cream cheese box and the butter in the basket,139.3819111706689,validation,7,7,task_31_demos_31,per_init_ordinal,20260911,8,31,31,libero_10,1,[31],[31],[48],234,48,True,1,cross_suite_wrong,libero_10,1,8,put both the cream cheese box and the butter in the basket,112.59883543942124,validation,7,7,task_31_control_cross_suite_wrong_video_03_demos_31,per_init_ordinal,20260911,8,31,3,libero_spatial,3,[31],[31],[48],99,21,True,1
libero_10,1,9,put both the cream cheese box and the butter in the basket,cross_suite_wrong,1,1,305,248,True,True,True,True,True,61,50,True,True,correct,libero_10,1,9,put both the cream cheese box and the butter in the basket,93.56957251485437,validation,7,7,task_31_demos_45,per_init_ordinal,20260911,9,31,31,libero_10,1,[45],[45],[12],252,52,True,1,cross_suite_wrong,libero_10,1,9,put both the cream cheese box and the butter in the basket,75.43551057763398,validation,7,7,task_31_control_cross_suite_wrong_video_03_demos_45,per_init_ordinal,20260911,9,31,3,libero_spatial,3,[45],[45],[12],99,21,True,1
